rest_name,rating,user_id,user_name
The Pizza Bakery Bangalore,Rated 5.0,1229317,Anjali
The Pizza Bakery Bangalore,Rated 5.0,2745456,Prateek Choudhary
The Pizza Bakery Bangalore,Rated 3.0,32130725,One90six
The Pizza Bakery Bangalore,Rated 4.0,38683570,Bhagya Shenoy
The Pizza Bakery Bangalore,Rated 4.0,5944871,Purnima Gupta
The Pizza Bakery Bangalore,Rated 5.0,1229317,Anjali
The Pizza Bakery Bangalore,Rated 5.0,2745456,Prateek Choudhary
The Pizza Bakery Bangalore,Rated 3.0,32130725,One90six
The Pizza Bakery Bangalore,Rated 4.0,2014364,Manasa Murali
The Pizza Bakery Bangalore,Rated 5.0,139603,Amit Dokania
The Pizza Bakery Bangalore,Rated 4.0,41572204,Anurag Bansal
The Pizza Bakery Bangalore,Rated 5.0,48675187,Sucharita Samajdar
The Pizza Bakery Bangalore,Rated 3.0,36363182,Isha Kaur
The Pizza Bakery Bangalore,Rated 4.0,3073279,Poornima Kotagi
The Pizza Bakery Bangalore,Rated 5.0,522733,Mohit Saxena
The Pizza Bakery Bangalore,Rated 5.0,33088794,TheAnonymousFoodie
The Pizza Bakery Bangalore,Rated 4.0,1294851,Pradyumna Gujjar
The Pizza Bakery Bangalore,Rated 4.0,33374640,Nandani Madhukar
The Pizza Bakery Bangalore,Rated 4.0,49032619,Saileshshetty
The Pizza Bakery Bangalore,Rated 5.0,358318,Mihir Baxi
The Pizza Bakery Bangalore,Rated 4.0,1077925,Pavan Mudenoor
The Pizza Bakery Bangalore,Rated 4.0,485930,Peter Paul
The Pizza Bakery Bangalore,Rated 5.0,34674202,Taste Is T Best
The Pizza Bakery Bangalore,Rated 5.0,2013064,Meghna Chhabria
The Pizza Bakery Bangalore,Rated 5.0,47483231,Felix
The Pizza Bakery Bangalore,Rated 4.0,34927367,Ananya Sen
The Pizza Bakery Bangalore,Rated 5.0,59749179,Amarjit
The Pizza Bakery Bangalore,Rated 5.0,1673134,Sushi
The Pizza Bakery Bangalore,Rated 3.0,34650984,Surabhi
The Pizza Bakery Bangalore,Rated 5.0,58208661,Rajesh Kumar
The Pizza Bakery Bangalore,Rated 5.0,40382791,Chef RV ✔️
The Pizza Bakery Bangalore,Rated 5.0,53529109,Ajeet Sah
The Pizza Bakery Bangalore,Rated 4.0,627916,Sunitha Pai
The Pizza Bakery Bangalore,Rated 4.0,657476,Padma Gopalan
The Pizza Bakery Bangalore,Rated 5.0,452277,Kavita Kunder
The Pizza Bakery Bangalore,Rated 4.0,392738,Go Veggie!
The Pizza Bakery Bangalore,Rated 4.0,849516,Sameera Kamulkar
The Pizza Bakery Bangalore,Rated 5.0,35039943,Hanss
The Pizza Bakery Bangalore,Rated 5.0,6791651,Rahul Saha
The Pizza Bakery Bangalore,Rated 4.0,56406943,Pranjali Pandey
The Pizza Bakery Bangalore,Rated 5.0,14551041,Aruna A
The Pizza Bakery Bangalore,Rated 5.0,7330081,Lakshmi Menon
The Pizza Bakery Bangalore,Rated 4.5,30283509,Navneeth Thimmappa
The Pizza Bakery Bangalore,Rated 4.0,15547237,Sarthak Tandon
The Pizza Bakery Bangalore,Rated 5.0,16368124,Mamatha Jayaram
The Pizza Bakery Bangalore,Rated 5.0,41253104,Jessamine
The Pizza Bakery Bangalore,Rated 4.0,30446670,Chaitra Govindaraju (Life On Plates)
The Pizza Bakery Bangalore,Rated 4.0,30011885,Reena Dantas
The Pizza Bakery Bangalore,Rated 4.0,15547237,Sarthak Tandon
The Pizza Bakery Bangalore,Rated 5.0,16368124,Mamatha Jayaram
The Pizza Bakery Bangalore,Rated 5.0,41253104,Jessamine
The Pizza Bakery Bangalore,Rated 4.0,30446670,Chaitra Govindaraju (Life On Plates)
The Pizza Bakery Bangalore,Rated 4.0,30011885,Reena Dantas
The Pizza Bakery Bangalore,Rated 4.0,3075743,Rohit Pandey
The Pizza Bakery Bangalore,Rated 4.0,583956,Paurav
The Pizza Bakery Bangalore,Rated 3.0,509711,Ralf Pradeep
The Pizza Bakery Bangalore,Rated 4.0,5748351,Manisha Kumar
The Pizza Bakery Bangalore,Rated 4.0,27565693,Korobi Roy Saha
The Pizza Bakery Bangalore,Rated 4.0,3075743,Rohit Pandey
The Pizza Bakery Bangalore,Rated 4.0,583956,Paurav
The Pizza Bakery Bangalore,Rated 3.0,509711,Ralf Pradeep
The Pizza Bakery Bangalore,Rated 4.0,5748351,Manisha Kumar
The Pizza Bakery Bangalore,Rated 4.0,27565693,Korobi Roy Saha
The Pizza Bakery Bangalore,Rated 4.0,16071275,Amrutha
The Pizza Bakery Bangalore,Rated 4.0,10939631,Ash
The Pizza Bakery Bangalore,Rated 4.0,48713273,Ignatius Francis (Engineeroffoodonomics)
The Pizza Bakery Bangalore,Rated 4.0,1744219,Devashish Marwah
The Pizza Bakery Bangalore,Rated 5.0,7601371,Jennifer William
The Pizza Bakery Bangalore,Rated 4.0,45569195,Sourajit Das
The Pizza Bakery Bangalore,Rated 5.0,35260907,Hemanth R
The Pizza Bakery Bangalore,Rated 5.0,51979731,Anahita Singh
The Pizza Bakery Bangalore,Rated 4.0,821770,Sahithi Achutha
The Pizza Bakery Bangalore,Rated 5.0,829181,Sunil Nataraj
The Pizza Bakery Bangalore,Rated 4.0,4979931,RGJ
The Pizza Bakery Bangalore,Rated 2.5,316134,Vikrant Yadav (FoodRad.in)
The Pizza Bakery Bangalore,Rated 3.0,567836,Lakshmi Narayanan Lakshmanan
The Pizza Bakery Bangalore,Rated 4.0,31366491,Krutika Sampat
The Pizza Bakery Bangalore,Rated 4.0,39976322,Mehul
The Pizza Bakery Bangalore,Rated 5.0,1002419,Vikram Iyengar
The Pizza Bakery Bangalore,Rated 4.0,32990409,Chaitali Mandal
The Pizza Bakery Bangalore,Rated 4.0,3667201,Priyanka Garg
The Pizza Bakery Bangalore,Rated 5.0,447298,Vartika Gupta
The Pizza Bakery Bangalore,Rated 4.0,34689928,Abhinav Mishra
The Pizza Bakery Bangalore,Rated 5.0,29088831,Nikith Dsouza
The Pizza Bakery Bangalore,Rated 4.0,362451,Poonam Chavan
The Pizza Bakery Bangalore,Rated 5.0,455227,P.S Mahra
The Pizza Bakery Bangalore,Rated 3.5,36382824,Gaurav Arora (ਗੌਰਵ ਅਰੋੜਾ)
The Pizza Bakery Bangalore,Rated 4.0,45098071,Mrm.muthuraman
The Pizza Bakery Bangalore,Rated 4.0,34831731,Ashmita
The Pizza Bakery Bangalore,Rated 4.0,252779,Monideepa Chandra
The Pizza Bakery Bangalore,Rated 4.0,15671142,Ayesha
The Pizza Bakery Bangalore,Rated 3.0,1611598,Tarunika Rajesh
The Pizza Bakery Bangalore,Rated 4.0,1038789,Gagan Dep
The Pizza Bakery Bangalore,Rated 4.0,42330538,Sathvik Bellary
The Pizza Bakery Bangalore,Rated 4.0,570541,Sunitha Suresh
The Pizza Bakery Bangalore,Rated 4.0,20246278,Yash Vijay
The Pizza Bakery Bangalore,Rated 5.0,29033535,Mini
The Pizza Bakery Bangalore,Rated 3.0,31608805,Nikita Kak
The Pizza Bakery Bangalore,Rated 5.0,621867,Aditya Sharma
The Pizza Bakery Bangalore,Rated 5.0,3190145,Suhas Shetty
The Pizza Bakery Bangalore,Rated 5.0,192352,Dhvani Bakshi
The Pizza Bakery Bangalore,Rated 4.0,892184,Pallavi Jaiswal
The Pizza Bakery Bangalore,Rated 5.0,5632591,Stuti And Chirag
The Pizza Bakery Bangalore,Rated 5.0,1972946,Pratik Chandak
The Pizza Bakery Bangalore,Rated 4.0,41237274,Swapna Saha
The Pizza Bakery Bangalore,Rated 5.0,437501,Romir Navaneetham
The Pizza Bakery Bangalore,Rated 4.0,87390,Debopriyo Das
The Pizza Bakery Bangalore,Rated 5.0,207140,Mimi Dihingia
The Pizza Bakery Bangalore,Rated 5.0,432625,Samyak (hogallucan.com)
The Pizza Bakery Bangalore,Rated 3.0,387994,Mrinalini Upadhya
The Pizza Bakery Bangalore,Rated 4.0,1795129,Brinda Seshadri
The Pizza Bakery Bangalore,Rated 5.0,11984311,Nikita.Kiran
The Pizza Bakery Bangalore,Rated 4.0,5638931,Priyanka Preethi
The Pizza Bakery Bangalore,Rated 5.0,1112602,Stephen Pradeep
The Pizza Bakery Bangalore,Rated 5.0,1874454,Sahana Bangli
The Pizza Bakery Bangalore,Rated 5.0,32353701,Arunabh Choudhary
The Pizza Bakery Bangalore,Rated 4.0,2269016,Anand Prakash
The Pizza Bakery Bangalore,Rated 5.0,29027907,Tanvi Verma
The Pizza Bakery Bangalore,Rated 5.0,3010814,Tanya Nayak
The Pizza Bakery Bangalore,Rated 4.0,760057,My Food Adventures
The Pizza Bakery Bangalore,Rated 5.0,33876379,Tirna Purkait || Kiss My Plate 🍽
The Pizza Bakery Bangalore,Rated 4.0,2314354,Nikita Suresh
The Pizza Bakery Bangalore,Rated 5.0,6257901,Himaani Ravi
The Pizza Bakery Bangalore,Rated 5.0,42619,Sujash Biswas
The Pizza Bakery Bangalore,Rated 3.0,1057425,Mr. V
The Pizza Bakery Bangalore,Rated 4.0,2913176,Chandni Kukreja
The Pizza Bakery Bangalore,Rated 4.0,37358326,Hemanth Kamath
The Pizza Bakery Bangalore,Rated 4.0,201450,Hasan Aijaz
The Pizza Bakery Bangalore,Rated 4.0,29681591,Shivani Kakhandki
The Pizza Bakery Bangalore,Rated 4.0,2796178,Shruthi Upadhyay
The Pizza Bakery Bangalore,Rated 4.0,4049921,Sankarsh Dv
The Pizza Bakery Bangalore,Rated 5.0,291567,Pria Kolisetty
The Pizza Bakery Bangalore,Rated 5.0,1438018,Sanjana Patil
The Pizza Bakery Bangalore,Rated 5.0,29561932,Nick &amp; Shab
The Pizza Bakery Bangalore,Rated 4.0,5361411,Shashank S Rao Sahib
The Pizza Bakery Bangalore,Rated 4.0,3002476,Nitya Andrew
The Pizza Bakery Bangalore,Rated 5.0,27806200,Kashmira More
The Pizza Bakery Bangalore,Rated 5.0,921906,Sankalp Mohapatra
The Pizza Bakery Bangalore,Rated 4.0,202004,Malavika Datar
The Pizza Bakery Bangalore,Rated 4.0,35631930,Srinivas K
The Pizza Bakery Bangalore,Rated 4.0,50459333,Chirasree Pal
The Pizza Bakery Bangalore,Rated 3.0,2820864,MOHIT PRATAP
The Pizza Bakery Bangalore,Rated 4.0,29947075,Rachel
The Pizza Bakery Bangalore,Rated 4.0,16110694,Faisal Khan
The Pizza Bakery Bangalore,Rated 5.0,1661231,Shankarguru
The Pizza Bakery Bangalore,Rated 5.0,15380991,Yash Kaundilya
The Pizza Bakery Bangalore,Rated 4.0,1976026,CalendarKhaanaLao
The Pizza Bakery Bangalore,Rated 5.0,2593716,Vineel Chandra
The Pizza Bakery Bangalore,Rated 5.0,247286,Shubham Uthappa
The Pizza Bakery Bangalore,Rated 5.0,281814,Ramesh Menon
The Pizza Bakery Bangalore,Rated 4.0,37201042,Girlnextdoor Girlnextdoor
The Pizza Bakery Bangalore,Rated 4.0,33355084,Thejaswini MV
The Pizza Bakery Bangalore,Rated 4.0,521683,Sudeep Ralhan
The Pizza Bakery Bangalore,Rated 3.0,1443724,Sudipta Paul
The Pizza Bakery Bangalore,Rated 4.0,37575246,Shubha Soumya Sinha
The Pizza Bakery Bangalore,Rated 4.0,43840009,Two Fat Potaytoes
The Pizza Bakery Bangalore,Rated 5.0,709791,Roshan Pai
The Pizza Bakery Bangalore,Rated 4.0,1229050,Sanjana Gururaj
The Pizza Bakery Bangalore,Rated 3.0,1443724,Sudipta Paul
The Pizza Bakery Bangalore,Rated 4.0,37575246,Shubha Soumya Sinha
The Pizza Bakery Bangalore,Rated 4.0,43840009,Two Fat Potaytoes
The Pizza Bakery Bangalore,Rated 5.0,709791,Roshan Pai
The Pizza Bakery Bangalore,Rated 4.0,1229050,Sanjana Gururaj
The Pizza Bakery Bangalore,Rated 3.0,3805061,Sharvari Shyam
The Pizza Bakery Bangalore,Rated 4.0,36551957,Arpita Dhir
The Pizza Bakery Bangalore,Rated 4.0,811483,Bhaveesha Mehta
The Pizza Bakery Bangalore,Rated 4.5,1148699,Anashwara M
The Pizza Bakery Bangalore,Rated 5.0,1225846,Deepika Das
Cloud Cafe Bangalore,Rated 4.0,47204976,Lets_StartEating
Cloud Cafe Bangalore,Rated 4.0,15671029,Swarna
Cloud Cafe Bangalore,Rated 5.0,16099074,Pururav Ramakrishna
Cloud Cafe Bangalore,Rated 3.0,1826583,Reedhika Puliani
Cloud Cafe Bangalore,Rated 5.0,42929955,DCautionGurl
Cloud Cafe Bangalore,Rated 5.0,37947913,Sneha Gowda(ig: @fo_odoholic)
Cloud Cafe Bangalore,Rated 5.0,3460861,Sahana Gowda
Cloud Cafe Bangalore,Rated 4.0,27737095,Vishwas Shivakumar
Cloud Cafe Bangalore,Rated 3.0,11718651,Raksha Koppal
Cloud Cafe Bangalore,Rated 4.0,39227898,Srimedha R S
Cloud Cafe Bangalore,Rated 4.0,44511607,Asad Aman
Cloud Cafe Bangalore,Rated 2.5,35039943,Hanss
Cloud Cafe Bangalore,Rated 4.0,43608312,Saranya Srinivasan
Cloud Cafe Bangalore,Rated 3.0,1602057,Karthik (Khit_32)
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
PurpleBasil.in Bangalore,Rated 4.0,14551041,Aruna A
PurpleBasil.in Bangalore,Rated 4.0,42424312,Basavarajeshwari
PurpleBasil.in Bangalore,Rated 3.0,2273710,Yusuf Motiwala
PurpleBasil.in Bangalore,Rated 4.0,786947,Bali
PurpleBasil.in Bangalore,Rated 5.0,1488283,Freak Foodie
PurpleBasil.in Bangalore,Rated 4.0,813586,Lakshmi Krishnan
PurpleBasil.in Bangalore,Rated 4.0,44556534,Chandra Kudchadkar
PurpleBasil.in Bangalore,Rated 4.0,1440096,Samhita
PurpleBasil.in Bangalore,Rated 5.0,60728796,Alvin Christ
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,37431789,Nidhi Shenoy
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,33341826,Foodie Spu
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.5,40147,Akshay
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,29231377,_poodforn
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,5853631,Manoj Mohapatra
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,16692985,Eattraveleternally
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,29925908,The Hungry Nomad
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,35622857,MAHASWETA DAS GUPTA
Mavalli Tiffin Room (MTR) Bangalore,Rated 2.0,7725331,Himakshi Bagaria
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,2820490,Mrunal Ganti
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.5,3458651,Sunil Mathary
Mavalli Tiffin Room (MTR) Bangalore,Rated 1.0,34926834,Raj Kishore
Mavalli Tiffin Room (MTR) Bangalore,Rated 1.0,29584821,Priti Shraman
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,7788521,Supreeth Sharma
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,2190304,Zeallilani
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,32708572,Shivani Bhawsar
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,1266820,Rahul Sankhla
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,3073969,Akriti K | Food Junkie
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,2317890,Calming Storm
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,31773058,Swetha
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,518994,Amit Verma
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,2546036,Eldhose Bose
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,15782280,Global Glutton
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,2068802,Vamsi Sai T
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,29020546,Ashwin Gandhi
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,1999360,Sangeeta
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,1391277,Vineet
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,2650060,The Kaapi Connoisseur
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,1719162,Raj
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,29020546,Ashwin Gandhi
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,1999360,Sangeeta
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,1391277,Vineet
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,2650060,The Kaapi Connoisseur
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,1719162,Raj
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.5,27932397,Sunil Kumar
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,100613,Thecrazyindianfoodie
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,46129543,Rishabh Pandey
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,34401224,Rajiv
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,140561,Shantanu Jain
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.5,27932397,Sunil Kumar
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,100613,Thecrazyindianfoodie
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,46129543,Rishabh Pandey
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,34401224,Rajiv
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,140561,Shantanu Jain
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,41491336,RITESH V H
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,295966,Simarprit Singh
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.5,4363331,Shobha Maruthy
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,48228217,Krishna A. Tripathi
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,38160705,Angeline David
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,41491336,RITESH V H
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,295966,Simarprit Singh
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.5,4363331,Shobha Maruthy
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,48228217,Krishna A. Tripathi
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,38160705,Angeline David
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,32239839,Dr Madhav Kulkarni
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,10195791,Deepak Singh Rana
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,283592,Abhinandan V Murthy
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,35552549,Sathya Krishna
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,29963741,Kriti Srivastava
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,40176226,Foodie Fit
Mavalli Tiffin Room (MTR) Bangalore,Rated 3.0,2076208,Mansi Wadhwa Rao
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,20510227,Vijay Veer
Mavalli Tiffin Room (MTR) Bangalore,Rated 4.0,376148,Arjun Aravind
Mavalli Tiffin Room (MTR) Bangalore,Rated 5.0,727676,Aniket Ghoshal
Shiro Bangalore,Rated 4.0,14317671,Shubham N. Mahajan
Shiro Bangalore,Rated 4.5,11138291,Akshatha Hegde
Shiro Bangalore,Rated 4.0,35109313,Varsha Patel
Shiro Bangalore,Rated 5.0,27846568,Rajarshi Mitra
Shiro Bangalore,Rated 5.0,38439360,Sudhir Kamath
Shiro Bangalore,Rated 4.0,38200606,Sreeanka Choudhury
Shiro Bangalore,Rated 5.0,1357198,Sarah Ayesha
Shiro Bangalore,Rated 4.0,29113878,BobbYourUncle
Shiro Bangalore,Rated 4.0,834675,Sanish Machyan
Shiro Bangalore,Rated 5.0,37232351,M.TKD
Shiro Bangalore,Rated 4.0,35446527,Sheikh +91 9845078910
Shiro Bangalore,Rated 4.0,39976322,Mehul
Shiro Bangalore,Rated 4.0,1020151,Pritam Khan
Shiro Bangalore,Rated 4.0,32398386,22foodlove
Shiro Bangalore,Rated 5.0,37232351,M.TKD
Shiro Bangalore,Rated 4.0,35446527,Sheikh +91 9845078910
Shiro Bangalore,Rated 4.0,39976322,Mehul
Shiro Bangalore,Rated 4.0,1020151,Pritam Khan
Shiro Bangalore,Rated 4.0,32398386,22foodlove
Shiro Bangalore,Rated 4.0,910347,Taste Buds
Shiro Bangalore,Rated 1.0,2562482,Sreejata Chakraborty
Shiro Bangalore,Rated 5.0,742473,Tejaswi Prakash
Shiro Bangalore,Rated 5.0,44807345,Vamsi L
Shiro Bangalore,Rated 5.0,16341352,Nivedita Basu Dey
Shiro Bangalore,Rated 4.0,910347,Taste Buds
Shiro Bangalore,Rated 1.0,2562482,Sreejata Chakraborty
Shiro Bangalore,Rated 5.0,742473,Tejaswi Prakash
Shiro Bangalore,Rated 5.0,44807345,Vamsi L
Shiro Bangalore,Rated 5.0,16341352,Nivedita Basu Dey
Shiro Bangalore,Rated 5.0,32353428,Chirag Jain
Shiro Bangalore,Rated 4.0,2314354,Nikita Suresh
Shiro Bangalore,Rated 4.0,49385216,The Gluttonous Foodie
Shiro Bangalore,Rated 5.0,1440570,Sonal Gupta
Shiro Bangalore,Rated 4.0,1687829,Aashna Rao
Shiro Bangalore,Rated 5.0,32353428,Chirag Jain
Shiro Bangalore,Rated 4.0,2314354,Nikita Suresh
Shiro Bangalore,Rated 4.0,49385216,The Gluttonous Foodie
Shiro Bangalore,Rated 5.0,1440570,Sonal Gupta
Shiro Bangalore,Rated 4.0,1687829,Aashna Rao
Prost Brew Pub Bangalore,Rated 4.0,33548074,Spoon-n-shoes
Prost Brew Pub Bangalore,Rated 4.0,47204976,Lets_StartEating
Prost Brew Pub Bangalore,Rated 4.0,35569757,Hitesh Menghnani
Prost Brew Pub Bangalore,Rated 3.0,556537,Raghav Sareen
Prost Brew Pub Bangalore,Rated 4.0,36470080,Arnab Chowdhury
Prost Brew Pub Bangalore,Rated 4.0,13928581,Jaysurya Deb
Prost Brew Pub Bangalore,Rated 5.0,2020102,Sai Karthik
Prost Brew Pub Bangalore,Rated 4.0,27720568,Shreyas
Prost Brew Pub Bangalore,Rated 4.0,42014683,Manvith Chowdary
Prost Brew Pub Bangalore,Rated 3.5,687114,Vaibhav Sawalkar
Prost Brew Pub Bangalore,Rated 4.0,16390705,Saumya
Prost Brew Pub Bangalore,Rated 4.0,38515292,Manoj Goswami
Prost Brew Pub Bangalore,Rated 3.0,36790951,Evangeline Jessica Johnson
Prost Brew Pub Bangalore,Rated 4.0,57069024,Vivek Ojha
Prost Brew Pub Bangalore,Rated 3.5,687114,Vaibhav Sawalkar
Prost Brew Pub Bangalore,Rated 4.0,16390705,Saumya
Prost Brew Pub Bangalore,Rated 4.0,38515292,Manoj Goswami
Prost Brew Pub Bangalore,Rated 3.0,36790951,Evangeline Jessica Johnson
Prost Brew Pub Bangalore,Rated 4.0,57069024,Vivek Ojha
Prost Brew Pub Bangalore,Rated 5.0,34674202,Taste Is T Best
Prost Brew Pub Bangalore,Rated 4.0,15615154,Vishrut Koul
Prost Brew Pub Bangalore,Rated 4.0,45714516,Ram Teja
Prost Brew Pub Bangalore,Rated 3.0,42755142,Aadityan R Kurungat
Prost Brew Pub Bangalore,Rated 4.0,811483,Bhaveesha Mehta
Prost Brew Pub Bangalore,Rated 4.0,195488,Tejaswee Shrestha
Prost Brew Pub Bangalore,Rated 4.0,14560571,Animesh Banerjee
Prost Brew Pub Bangalore,Rated 4.0,39451208,Shubham Majee
Prost Brew Pub Bangalore,Rated 1.0,405660,Sharada Reddy
Prost Brew Pub Bangalore,Rated 4.0,39474905,Bhakshya
Prost Brew Pub Bangalore,Rated 4.0,657476,Padma Gopalan
Prost Brew Pub Bangalore,Rated 4.0,997841,Arko Sen
Prost Brew Pub Bangalore,Rated 3.0,36448344,Mohit Rynrd
Prost Brew Pub Bangalore,Rated 4.0,29289294,Dinesh
Prost Brew Pub Bangalore,Rated 4.0,35230220,Maedhavini Banga
Prost Brew Pub Bangalore,Rated 4.0,657476,Padma Gopalan
Prost Brew Pub Bangalore,Rated 4.0,997841,Arko Sen
Prost Brew Pub Bangalore,Rated 3.0,36448344,Mohit Rynrd
Prost Brew Pub Bangalore,Rated 4.0,29289294,Dinesh
Prost Brew Pub Bangalore,Rated 4.0,35230220,Maedhavini Banga
Prost Brew Pub Bangalore,Rated 3.0,34919086,Panchalee Bhaumik
Prost Brew Pub Bangalore,Rated 4.0,1050465,Areebuddin Sanadi
Prost Brew Pub Bangalore,Rated 4.0,2509956,Pritish Nayak
Prost Brew Pub Bangalore,Rated 5.0,33551478,Arvind Ravichandran
Prost Brew Pub Bangalore,Rated 4.0,30963091,Simi Jovee
Prost Brew Pub Bangalore,Rated 3.0,34919086,Panchalee Bhaumik
Prost Brew Pub Bangalore,Rated 4.0,1050465,Areebuddin Sanadi
Prost Brew Pub Bangalore,Rated 4.0,2509956,Pritish Nayak
Prost Brew Pub Bangalore,Rated 5.0,33551478,Arvind Ravichandran
Prost Brew Pub Bangalore,Rated 4.0,30963091,Simi Jovee
Prost Brew Pub Bangalore,Rated 4.0,1133245,Shambhavi Pandey
Prost Brew Pub Bangalore,Rated 4.0,59703427,Chinnu Varghese
Prost Brew Pub Bangalore,Rated 3.0,32748524,Arihant R
Prost Brew Pub Bangalore,Rated 4.0,35429957,Saraansh Dayal
Prost Brew Pub Bangalore,Rated 4.0,32316899,Kimmy
Prost Brew Pub Bangalore,Rated 5.0,1183246,Siddharth Shah
Prost Brew Pub Bangalore,Rated 4.0,39527160,Sarthak Panda
Prost Brew Pub Bangalore,Rated 4.0,1870088,Gautam Sharma
Prost Brew Pub Bangalore,Rated 4.0,14317671,Shubham N. Mahajan
Prost Brew Pub Bangalore,Rated 4.0,41533322,Vijay Kumar
Prost Brew Pub Bangalore,Rated 5.0,1183246,Siddharth Shah
Prost Brew Pub Bangalore,Rated 4.0,39527160,Sarthak Panda
Prost Brew Pub Bangalore,Rated 4.0,1870088,Gautam Sharma
Prost Brew Pub Bangalore,Rated 4.0,14317671,Shubham N. Mahajan
Prost Brew Pub Bangalore,Rated 4.0,41533322,Vijay Kumar
Prost Brew Pub Bangalore,Rated 5.0,37982521,Pranami Kashyap
Prost Brew Pub Bangalore,Rated 4.0,549680,Shreyash Jain
Prost Brew Pub Bangalore,Rated 3.0,64129461,Ruthvi Reddy
Prost Brew Pub Bangalore,Rated 5.0,59395075,Shobhit
Prost Brew Pub Bangalore,Rated 3.0,36575960,Sanskar TR
Prost Brew Pub Bangalore,Rated 4.0,33256488,Ria Aggarwal
Prost Brew Pub Bangalore,Rated 4.0,48085067,Ayan
Prost Brew Pub Bangalore,Rated 4.0,2034790,Rishi Dodeja
Prost Brew Pub Bangalore,Rated 4.0,16245151,Rajni Masoom
Prost Brew Pub Bangalore,Rated 5.0,33475332,Rudhram Gajendran
Prost Brew Pub Bangalore,Rated 3.0,31388244,Sunanda Dey
Prost Brew Pub Bangalore,Rated 4.0,645058,Tushtita Deka
Prost Brew Pub Bangalore,Rated 4.0,3239272,Sai Prasanna
Prost Brew Pub Bangalore,Rated 3.0,823249,Ankita Gangwani
Prost Brew Pub Bangalore,Rated 5.0,2791048,Ananya Goel
Prost Brew Pub Bangalore,Rated 3.0,52625180,Suraj Agrawal
Prost Brew Pub Bangalore,Rated 4.0,7693,Sameer Virmani
Prost Brew Pub Bangalore,Rated 5.0,1579692,Dr Amrutha
